item_key,item_name,item_description,category_raw,category_code,uom,matched_item_id,created_at
bonet shockabsoer,Bonet shockabsoer,,General Items,general_items,EA,,2026-07-12 10:48:41
coller bush 80*100*50,Coller bush 80*100*50,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bush 80*95*100,Bush 80*95*100,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bush 70*85*75,Bush 70*85*75,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
collar bush (80���100���50),Collar Bush (80���100���50),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bush (80���95���100),Bush (80���95���100),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bush (80���85���75),Bush (80���85���75),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
fuel filter fc-510,Fuel filter FC-510,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-525,Oil filter C-525,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter (fc-510),Fuel Filter (FC-510),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (c-525),Oil Filter (C-525),,Filters,filters,EA,,2026-07-12 10:48:41
white polytheen,White Polytheen,,General Items,general_items,EA,,2026-07-12 10:48:41
oil filter c-1511,Oil Filter C-1511,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-512/c-1511,Oil filter C-512/C-1511,,Filters,filters,EA,,2026-07-12 10:48:41
number platye light,Number platye light,,General Items,general_items,EA,,2026-07-12 10:48:41
parking light,parking light,,General Items,general_items,EA,,2026-07-12 10:48:41
12v relay,12V Relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
caustic soda,Caustic Soda,,General Items,general_items,EA,,2026-07-12 10:48:41
\,\,,General Items,general_items,EA,,2026-07-12 10:48:41
24v/3w cables bulb,24V/3W Cables Bulb,,Electrical,electrical,EA,,2026-07-12 10:48:41
12v/3w cables bulb,12V/3W Cables Bulb,,Electrical,electrical,EA,,2026-07-12 10:48:41
9/0.30mm auto wire (30m),9/0.30mm Auto Wire (30m),,Electrical,electrical,EA,,2026-07-12 10:48:41
caples bulb holder,Caples Bulb Holder,,Electrical,electrical,EA,,2026-07-12 10:48:41
fuel system repair,fuel system repair,,General Items,general_items,EA,,2026-07-12 10:48:41
coolant filter (600-411-1161),Coolant filter (600-411-1161),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter (600-311-3510),Fuel Filter (600-311-3510),,Filters,filters,EA,,2026-07-12 10:48:41
sylencer repair,sylencer repair,,General Items,general_items,EA,,2026-07-12 10:48:41
warth diesel fuel additive,warth diesel fuel additive,,General Items,general_items,EA,,2026-07-12 10:48:41
soltron,Soltron,,General Items,general_items,EA,,2026-07-12 10:48:41
speedo meter sensor,speedo meter sensor,,Electrical,electrical,EA,,2026-07-12 10:48:41
hand brake cable,hand brake cable,,Electrical,electrical,EA,,2026-07-12 10:48:41
air filter f002h60012/fl-2105,Air filter F002H60012/FL-2105,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 1001caa1485ny,Fuel filter 1001CAA1485NY,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter 0303bc007in,Oil filter 0303BC007IN,,Filters,filters,EA,,2026-07-12 10:48:41
clutch bolt,clutch bolt,,General Items,general_items,EA,,2026-07-12 10:48:41
clutch fork,clutch fork,,General Items,general_items,EA,,2026-07-12 10:48:41
pilot bearing,pilot bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
clutch releasing bearing,clutch releasing bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
presser plate,presser plate,,General Items,general_items,EA,,2026-07-12 10:48:41
differencial oil seal,Differencial oil seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
capless bulb holder,capless bulb holder,,Electrical,electrical,EA,,2026-07-12 10:48:41
oil filter c-219,Oil filter C-219,,Filters,filters,EA,,2026-07-12 10:48:41
12v/10w auto bulb yellow,12V/10W Auto Bulb Yellow,,Electrical,electrical,EA,,2026-07-12 10:48:41
24v 21w orange bulb (set),24V 21W Orange Bulb (set),,Electrical,electrical,EA,,2026-07-12 10:48:41
bulb holder (caples bulb),Bulb Holder (Caples Bulb),,Electrical,electrical,EA,,2026-07-12 10:48:41
coconut oil (415),Coconut Oil (415),,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
head l;ight,Head l;ight,,General Items,general_items,EA,,2026-07-12 10:48:41
bearing 6305,Bearing 6305,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
grand packing,Grand packing,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter fc-70\7a,Fuel Filter FC-70\7A,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-206,Oil filter C-206,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter js-1076,Fuel filter JS-1076,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter js-1810,Fuel filter JS-1810,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter 2654407,Oil filter 2654407,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 32/925994,Fuel filter 32/925994,,Filters,filters,EA,,2026-07-12 10:48:41
transmission filter js-2091,Transmission filter JS-2091,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fc-319,Fuel filter FC-319,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-318,Oil filter C-318,,Filters,filters,EA,,2026-07-12 10:48:41
fuel hand primer,Fuel hand primer,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel hose,Fuel hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
fan cluth gel,fan cluth gel,,General Items,general_items,EA,,2026-07-12 10:48:41
radiator fan,radiator fan,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter fc-182,Fuel Filter FC-182,,Filters,filters,EA,,2026-07-12 10:48:41
air filter a-3735,Air filter A-3735,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fc-1503,Fuel filter FC-1503,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-502,Oil filter C-502,,Filters,filters,EA,,2026-07-12 10:48:41
air filter a-1119,Air filter A-1119,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fc-1104,Fuel filter FC-1104,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-1112,Oil filter C-1112,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-1111,Oil filter C-1111,,Filters,filters,EA,,2026-07-12 10:48:41
75mm shaft,75mm shaft,,General Items,general_items,EA,,2026-07-12 10:48:41
timing belt,Timing belt,,Belts,belts,EA,,2026-07-12 10:48:41
adjuster pully,Adjuster pully,,General Items,general_items,EA,,2026-07-12 10:48:41
bearing (l),Bearing (L),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bearing (s),Bearing (S),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
rubber mount,Rubber mount,,General Items,general_items,EA,,2026-07-12 10:48:41
vehicle scaning,Vehicle Scaning,,General Items,general_items,EA,,2026-07-12 10:48:41
ventilating fan,Ventilating Fan,,General Items,general_items,EA,,2026-07-12 10:48:41
chisel,Chisel,,General Items,general_items,EA,,2026-07-12 10:48:41
rubber hammer,Rubber Hammer,,General Items,general_items,EA,,2026-07-12 10:48:41
bench vice,Bench Vice,,General Items,general_items,EA,,2026-07-12 10:48:41
4.5 angle grinder,4.5 Angle Grinder,,General Items,general_items,EA,,2026-07-12 10:48:41
bar cutter machine 355mm,Bar Cutter Machine 355mm,,General Items,general_items,EA,,2026-07-12 10:48:41
head light set,Head light set,,Electrical,electrical,EA,,2026-07-12 10:48:41
cam bush,Cam Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
seal,Seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
packing,packing,,General Items,general_items,EA,,2026-07-12 10:48:41
nylon shaft 6,Nylon shaft 6,,General Items,general_items,EA,,2026-07-12 10:48:41
silicon gum (white),Silicon Gum (white),,General Items,general_items,EA,,2026-07-12 10:48:41
fuse 20amp,Fuse 20Amp,,Battery,battery,EA,,2026-07-12 10:48:41
fuse 15amp,Fuse 15Amp,,Battery,battery,EA,,2026-07-12 10:48:41
fuse 10amp,Fuse 10Amp,,Battery,battery,EA,,2026-07-12 10:48:41
fuse 20,Fuse 20,,Electrical,electrical,EA,,2026-07-12 10:48:41
fuse 15,Fuse 15,,Electrical,electrical,EA,,2026-07-12 10:48:41
fuse 10,Fuse 10,,Electrical,electrical,EA,,2026-07-12 10:48:41
pad lock / grease nipple,Pad Lock / Grease Nipple,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
k oil,k oil,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
trust washer (large),Trust Washer (Large),,General Items,general_items,EA,,2026-07-12 10:48:41
allen key bolt,Allen key bolt,,General Items,general_items,EA,,2026-07-12 10:48:41
ball bearing,ball bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
sun gear,sun gear,,General Items,general_items,EA,,2026-07-12 10:48:41
trust plate,Trust plate,,General Items,general_items,EA,,2026-07-12 10:48:41
cone seal,cone seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
trust washer,Trust washer,,General Items,general_items,EA,,2026-07-12 10:48:41
roller bearing large,Roller Bearing Large,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
roller bearing small,Roller Bearing Small,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
large pin lock,Large pin lock,,General Items,general_items,EA,,2026-07-12 10:48:41
small ping lock,Small ping lock,,General Items,general_items,EA,,2026-07-12 10:48:41
planne gear pin large,Planne gear pin Large,,General Items,general_items,EA,,2026-07-12 10:48:41
plannet gear pin small,Plannet gear pin small,,General Items,general_items,EA,,2026-07-12 10:48:41
coupling,Coupling,,General Items,general_items,EA,,2026-07-12 10:48:41
roller brush,Roller Brush,,General Items,general_items,EA,,2026-07-12 10:48:41
exhauset fan 1*1,Exhauset fan 1*1,,General Items,general_items,EA,,2026-07-12 10:48:41
bench wise,Bench wise,,General Items,general_items,EA,,2026-07-12 10:48:41
4 1/2 hand grinder,4 1/2 hand grinder,,General Items,general_items,EA,,2026-07-12 10:48:41
bar cutter machine,Bar cutter machine,,General Items,general_items,EA,,2026-07-12 10:48:41
packing hose,Packing Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
torx allenkey set,Torx allenkey set,,General Items,general_items,EA,,2026-07-12 10:48:41
filler gauge,Filler gauge,,General Items,general_items,EA,,2026-07-12 10:48:41
ring spanner set,Ring spanner set,,General Items,general_items,EA,,2026-07-12 10:48:41
extention bar 10,Extention bar 10,,General Items,general_items,EA,,2026-07-12 10:48:41
extention bar 6,Extention Bar 6,,General Items,general_items,EA,,2026-07-12 10:48:41
extention bar 3,Extention bar 3,,General Items,general_items,EA,,2026-07-12 10:48:41
slotted screw drive,Slotted screw drive,,General Items,general_items,EA,,2026-07-12 10:48:41
flat screw drive,Flat screw drive,,General Items,general_items,EA,,2026-07-12 10:48:41
g-18 zinc coated sheet,G-18 Zinc coated sheet,,General Items,general_items,EA,,2026-07-12 10:48:41
oxygen welding rod,oxygen welding rod,,General Items,general_items,EA,,2026-07-12 10:48:41
grease gun,Grease Gun,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
tie rod end with rack end,Tie Rod end with rack end,,General Items,general_items,EA,,2026-07-12 10:48:41
bmga spark plug china,BMGA Spark Plug China,,Electrical,electrical,EA,,2026-07-12 10:48:41
waccker shoe with 4 stud,Waccker Shoe with 4 stud,,General Items,general_items,EA,,2026-07-12 10:48:41
air cleaner element,Air cleaner Element,,General Items,general_items,EA,,2026-07-12 10:48:41
carburator assy japan (20f-62342kg),Carburator Assy Japan (20F-62342kg),,General Items,general_items,EA,,2026-07-12 10:48:41
eh 09/ge 100 recoil starter assy,EH 09/GE 100 Recoil Starter Assy,,Electrical,electrical,EA,,2026-07-12 10:48:41
fuel filter fc-158,Fuel filter FC-158,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-101,Oil filter C-101,,Filters,filters,EA,,2026-07-12 10:48:41
water hose,Water Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
seat belt,Seat belt,,Belts,belts,EA,,2026-07-12 10:48:41
gear level book,Gear level book,,General Items,general_items,EA,,2026-07-12 10:48:41
side signal lamp,Side signal lamp,,Electrical,electrical,EA,,2026-07-12 10:48:41
brake oil tank cap,Brake oil tank cap,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
wire casing,Wire Casing,,Electrical,electrical,EA,,2026-07-12 10:48:41
turbo flexible hose,Turbo Flexible Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
oil filter 2451u343-1d,Oil filter 2451U343-1D,,Filters,filters,EA,,2026-07-12 10:48:41
water pump packing,water pump packing,,General Items,general_items,EA,,2026-07-12 10:48:41
air filter 60321434 a,Air Filter 60321434 A,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter element 1000 495913,Fuel Filter Element 1000 495913,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter element 1678,Oil Filter Element 1678,,Filters,filters,EA,,2026-07-12 10:48:41
filter element 13055724,Filter Element 13055724,,Filters,filters,EA,,2026-07-12 10:48:41
air ballon,Air Ballon,,General Items,general_items,EA,,2026-07-12 10:48:41
dram mount,Dram Mount,,General Items,general_items,EA,,2026-07-12 10:48:41
pto shaft nut and bolty,PTO shaft nut and bolty,,General Items,general_items,EA,,2026-07-12 10:48:41
u joint bearing,U joint bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
propeller shaft nut and bolt,propeller shaft nut and bolt,,General Items,general_items,EA,,2026-07-12 10:48:41
release bearing lock,release bearing lock,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
clutch realing bearing,clutch realing bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
hub,Hub,,General Items,general_items,EA,,2026-07-12 10:48:41
tie rod end with rack en,Tie rod end with rack en,,General Items,general_items,EA,,2026-07-12 10:48:41
upsitting works floor board carpet,Upsitting works floor board carpet,,General Items,general_items,EA,,2026-07-12 10:48:41
seat cusion work,Seat cusion work,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter fhn 400/500,Fuel Filter FHN 400/500,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter 25a-718130106,Oil filter 25A-718130106,,Filters,filters,EA,,2026-07-12 10:48:41
hub nut,hub nut,,General Items,general_items,EA,,2026-07-12 10:48:41
lock washer,lock washer,,General Items,general_items,EA,,2026-07-12 10:48:41
grease seal,Grease seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
hib bearing 218248,Hib bearing 218248,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
hub bearing 212049,Hub bearing 212049,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bob cat wheel stud,Bob Cat Wheel Stud,,Tyre,tyre,EA,,2026-07-12 10:48:41
alternator belt 6420,Alternator Belt 6420,,Belts,belts,EA,,2026-07-12 10:48:41
water separator cup,Water separator cup,,General Items,general_items,EA,,2026-07-12 10:48:41
front ball joint,Front Ball Joint,,General Items,general_items,EA,,2026-07-12 10:48:41
tie rod end set,Tie Rod End Set,,General Items,general_items,EA,,2026-07-12 10:48:41
gear lever bolt joint,Gear Lever Bolt Joint,,General Items,general_items,EA,,2026-07-12 10:48:41
power steering pump oil seal,Power Steering Pump Oil Seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
clutch hose,Clutch Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
speedometer cable,Speedometer Cable,,Electrical,electrical,EA,,2026-07-12 10:48:41
hour meter unit,Hour Meter Unit,,General Items,general_items,EA,,2026-07-12 10:48:41
heat meter unit,Heat Meter Unit,,General Items,general_items,EA,,2026-07-12 10:48:41
hydraulic return filter,Hydraulic Return Filter,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter f-n-60038 (rtd after received),Fuel Filter F-N-60038 (Rtd After Received),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 6240 rtd,Fuel Filter 6240 Rtd,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter f-6240,Fuel Filter F-6240,,Filters,filters,EA,,2026-07-12 10:48:41
gear box oil filter,Gear Box Oil Filter,,Filters,filters,EA,,2026-07-12 10:48:41
air filter 1753h (?),Air Filter 1753H (?),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter p550448 or f-557 (?),Oil Filter P550448 or F-557 (?),,Filters,filters,EA,,2026-07-12 10:48:41
flood light circuit / xenon ballaster (?),Flood Light Circuit / Xenon Ballaster (?),,General Items,general_items,EA,,2026-07-12 10:48:41
engine breather filter,Engine Breather Filter,,Filters,filters,EA,,2026-07-12 10:48:41
arm blade,Arm Blade,,General Items,general_items,EA,,2026-07-12 10:48:41
filter head (feed pump),Filter Head (Feed Pump),,Filters,filters,EA,,2026-07-12 10:48:41
speedometer sensor,Speedometer Sensor,,Electrical,electrical,EA,,2026-07-12 10:48:41
tappet cover packing,Tappet Cover Packing,,General Items,general_items,EA,,2026-07-12 10:48:41
wiper arm with blade,Wiper Arm With Blade,,General Items,general_items,EA,,2026-07-12 10:48:41
filter head,Filter Head,,Filters,filters,EA,,2026-07-12 10:48:41
hand brake cable repair,Hand Brake Cable Repair,,Electrical,electrical,EA,,2026-07-12 10:48:41
brake drum front,Brake Drum Front,,General Items,general_items,EA,,2026-07-12 10:48:41
hy. hose repair,Hy. Hose Repair,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
air filter 1753h/a (?),Air Filter 1753H/A (?),,Filters,filters,EA,,2026-07-12 10:48:41
banjo washer,Banjo Washer,,General Items,general_items,EA,,2026-07-12 10:48:41
injector chamber washer,Injector Chamber Washer,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel overflow washer,Fuel Overflow Washer,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel rail c/o (?),Fuel Rail C/O (?),,General Items,general_items,EA,,2026-07-12 10:48:41
bolt & nut,Bolt & Nut,,General Items,general_items,EA,,2026-07-12 10:48:41
normal horn 12v,Normal Horn 12V,,Electrical,electrical,EA,,2026-07-12 10:48:41
reverse horn 12v,Reverse Horn 12V,,Electrical,electrical,EA,,2026-07-12 10:48:41
light switch,Light Switch,,Electrical,electrical,EA,,2026-07-12 10:48:41
axel / axle rear assy without pinion set,Axel / Axle Rear Assy Without Pinion Set,,General Items,general_items,EA,,2026-07-12 10:48:41
perspex sheet,Perspex Sheet,,General Items,general_items,EA,,2026-07-12 10:48:41
bottom roller,Bottom Roller,,General Items,general_items,EA,,2026-07-12 10:48:41
sprocket bolt,Sprocket Bolt,,General Items,general_items,EA,,2026-07-12 10:48:41
track link bush,Track Link Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
sprocket repair,Sprocket Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
idler wheel repair,Idler Wheel Repair,,Tyre,tyre,EA,,2026-07-12 10:48:41
track repair / bush turning,Track Repair / Bush Turning,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
fiber work,Fiber Work,,General Items,general_items,EA,,2026-07-12 10:48:41
power steering belt 1250,Power Steering Belt 1250,,Belts,belts,EA,,2026-07-12 10:48:41
clutch washer down set,Clutch Washer Down Set,,General Items,general_items,EA,,2026-07-12 10:48:41
clutch washer up set,Clutch Washer Up Set,,General Items,general_items,EA,,2026-07-12 10:48:41
silencer bush bolt,Silencer Bush Bolt,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
torsion bar side white (?),Torsion Bar Side White (?),,General Items,general_items,EA,,2026-07-12 10:48:41
silencer bush,Silencer Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
brake pad set,Brake Pad Set,,General Items,general_items,EA,,2026-07-12 10:48:41
link bar bush,Link Bar Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
wheel stud,Wheel Stud,,Tyre,tyre,EA,,2026-07-12 10:48:41
oil filter (c-5818),Oil Filter (C-5818),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fc-1303 (?),Fuel Filter FC-1303 (?),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-5010 (?),Oil Filter C-5010 (?),,Filters,filters,EA,,2026-07-12 10:48:41
injector,Injector,,General Items,general_items,EA,,2026-07-12 10:48:41
diesel tank hose,Diesel Tank Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
12w10 auto bulb (yellow),12W10 Auto Bulb (Yellow),,Electrical,electrical,EA,,2026-07-12 10:48:41
solinoid switch,Solinoid Switch,,Electrical,electrical,EA,,2026-07-12 10:48:41
electrical system repair,Electrical System repair,,General Items,general_items,EA,,2026-07-12 10:48:41
shock absorber,Shock Absorber,,General Items,general_items,EA,,2026-07-12 10:48:41
tie rod end,Tie Rod End,,General Items,general_items,EA,,2026-07-12 10:48:41
hub bearing,Hub Bearing,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
king pin set,King Pin set,,General Items,general_items,EA,,2026-07-12 10:48:41
sockabsober repair,Sockabsober repair,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter 7007h20306,Fuel Filter 7007H20306,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fd00190906 (?),Fuel Filter FD00190906 (?),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fc-1803,Fuel Filter FC-1803,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter 054 718130106 (?),Oil Filter 054 718130106 (?),,Filters,filters,EA,,2026-07-12 10:48:41
labour charges,Labour charges,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel control unit,Fuel control unit,,General Items,general_items,EA,,2026-07-12 10:48:41
park relay,Park relay,,Electrical,electrical,EA,,2026-07-12 10:48:41
phase sensor,Phase sensor,,Electrical,electrical,EA,,2026-07-12 10:48:41
oil seal ap28641 (?),Oil Seal AP28641 (?),,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
o ring,O Ring,,General Items,general_items,EA,,2026-07-12 10:48:41
fan belt 6430,Fan belt 6430,,Belts,belts,EA,,2026-07-12 10:48:41
flexible silancer,Flexible silancer,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter fa000700500 (?),Fuel Filter FA000700500 (?),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter wo-1180,Oil Filter WO-1180,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 976607999467 (?),Fuel Filter 976607999467 (?),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 976609119909 (?),Fuel Filter 976609119909 (?),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter 253716130145 (?),Oil Filter 253716130145 (?),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter no-1180 / wo-1180 (?),Oil Filter NO-1180 / WO-1180 (?),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 666735,Fuel Filter 666735,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 99923,Fuel Filter 99923,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter xh41000 (?),Oil Filter XH41000 (?),,Filters,filters,EA,,2026-07-12 10:48:41
air filter a-1502,Air Filter A-1502,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fc-1004 (?),Fuel Filter FC-1004 (?),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-306,Oil Filter C-306,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter 33/925994,Fuel Filter 33/925994,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-305,Oil Filter C-305,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-216,Oil Filter C-216,,Filters,filters,EA,,2026-07-12 10:48:41
air filter a-1117,Air Filter A-1117,,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter fc-1821,Fuel Filter FC-1821,,Filters,filters,EA,,2026-07-12 10:48:41
oil filter c-111,Oil Filter C-111,,Filters,filters,EA,,2026-07-12 10:48:41
fan belt b3430,Fan Belt B3430,,Belts,belts,EA,,2026-07-12 10:48:41
radiator pressure tank,Radiator Pressure Tank,,General Items,general_items,EA,,2026-07-12 10:48:41
sylancer mount,Sylancer Mount,,General Items,general_items,EA,,2026-07-12 10:48:41
bucket jack seal kit,Bucket jack seal kit,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
boom jack seal kit,Boom Jack seal Kit,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
hydrolic pump repair,Hydrolic Pump Repair,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel rail (clean),Fuel Rail (Clean),,General Items,general_items,EA,,2026-07-12 10:48:41
tapen cover packing,Tapen cover packing,,General Items,general_items,EA,,2026-07-12 10:48:41
12v 150ah battery,12V 150Ah Battery,,Battery,battery,EA,,2026-07-12 10:48:41
12v 90ah battery,12V 90Ah battery,,Battery,battery,EA,,2026-07-12 10:48:41
diesel overfloor hose,Diesel Overfloor Hose,,Hydraulics,hydraulics,EA,,2026-07-12 10:48:41
steering switch,Steering Switch,,Electrical,electrical,EA,,2026-07-12 10:48:41
bucket bush,Bucket Bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
bucket coller bush,Bucket coller bush,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
air filter no.251/21d after,Air Filter No.251/21d After,,Filters,filters,EA,,2026-07-12 10:48:41
wood powder,wood powder,,General Items,general_items,EA,,2026-07-12 10:48:41
brake oil 500ml,Brake oil 500ml,,Oil & Lubricants,oil_lubricants,EA,,2026-07-12 10:48:41
water reserve tank,Water reserve tank,,General Items,general_items,EA,,2026-07-12 10:48:41
guide jack seal,Guide jack seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
allenkey 5/8,Allenkey 5/8,,General Items,general_items,EA,,2026-07-12 10:48:41
bonnet panel fiber work,Bonnet panel fiber work,,General Items,general_items,EA,,2026-07-12 10:48:41
compressor borng,Compressor borng,,General Items,general_items,EA,,2026-07-12 10:48:41
seat cushion works,Seat cushion works,,General Items,general_items,EA,,2026-07-12 10:48:41
trail lamp set,Trail lamp set,,Electrical,electrical,EA,,2026-07-12 10:48:41
fuel filter (sff-5486),Fuel Filter (SFF-5486),,Filters,filters,EA,,2026-07-12 10:48:41
air filter (pa-1057),Air Filter (PA-1057),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (c-7004),Oil Filter (C-7004),,Filters,filters,EA,,2026-07-12 10:48:41
trail light,Trail Light,,General Items,general_items,EA,,2026-07-12 10:48:41
320 sand paper,320 sand paper,,General Items,general_items,EA,,2026-07-12 10:48:41
catlay paste,catlay paste,,General Items,general_items,EA,,2026-07-12 10:48:41
silver paint,Silver paint,,General Items,general_items,EA,,2026-07-12 10:48:41
fuel filter  (tf-8136) (f0021120306),Fuel Filter  (TF-8136) (F0021120306),,Filters,filters,EA,,2026-07-12 10:48:41
fuel filter (fc-1001),Fuel Filter (FC-1001),,Filters,filters,EA,,2026-07-12 10:48:41
oil filter (th-93286) (252418130169),Oil Filter (TH-93286) (252418130169),,Filters,filters,EA,,2026-07-12 10:48:41
guide-jack seal,Guide-Jack Seal,,Bearings & Seals,bearings_seals,EA,,2026-07-12 10:48:41
sproket wheel,Sproket Wheel,,Tyre,tyre,EA,,2026-07-12 10:48:41
masking tape (1���),Masking Tape (1���),,General Items,general_items,EA,,2026-07-12 10:48:41
pad lock (2���),Pad Lock (2���),,General Items,general_items,EA,,2026-07-12 10:48:41
diesel tank cap,Diesel Tank Cap,,General Items,general_items,EA,,2026-07-12 10:48:41
