mrnNum,itemName,vehicleMachinery,reqQty,recQty,hasUnpriced,importStatus,errorMessage
141718,Radiator Hose,PA-6398 Toyota Crew Cab,1,1,0,imported,
141718,Brake pad Lock set,PA-6398 Toyota Crew Cab,1,1,0,imported,
141718,Brake pad set,PA-6398 Toyota Crew Cab,1,1,0,imported,
141718,Gear lever ball joint,PA-6398 Toyota Crew Cab,5,7,0,imported,
141718,Upper arm bush,PA-6398 Toyota Crew Cab,4,4,0,imported,
141718,Lower arm bush,PA-6398 Toyota Crew Cab,2,2,0,imported,
141718,Upper arm ball joint repair,PA-6398 Toyota Crew Cab,2,2,0,imported,
141718,Shock absorber repair,PA-6398 Toyota Crew Cab,2,2,0,imported,
142318,Gas Steel Nut,Store,200,5,1,imported,
142318,Sand Paper 400,Stores,24,8,1,imported,
142318,Sand Paper 150,Stores,24,8,1,imported,
142318,Sand Paper 320,Stores,24,8,1,imported,
142318,Hand Brake Repair,PD-6917,24,1,1,imported,
142318,Shellac,Stores,2,6,0,imported,
142318,Sealastic 999,Stores,5,5,0,imported,
142318,Brake Oil (250ml),Stores,24,0,0,imported,
142318,Petrol,Stores,2,1.4,1,imported,
142318,Kerosene Oil,Stores,20,15,0,imported,
142318,Cable Tie (Small),Stores,200,200,0,imported,
142318,Cable Tie (Large),Stores,200,200,0,imported,
142318,Thread Seal Tape,Stores,24,24,0,imported,
142318,Super Glue,Stores,24,24,0,imported,
142318,Insulating Tape,Stores,24,24,0,imported,
141717,Looser Arm Limit mount,28-4314,2,1,0,imported,
141717,Engin mount,28-4314,2,2,0,imported,
141717,Lower Control Arm Mount,28-4314 Nissan D20,2,0,0,imported,
141717,Engine Mount,28-4314 Nissan D20,2,0,0,imported,
142319,Petrol,Stores,8,8,0,imported,
142319,Petrol Engine Oil,Stores,2,2,0,imported,
142319,Sand Paper 400,Stores,8,8,0,imported,
142319,Sand Paper 320,Stores,8,8,0,imported,
142319,Sand Paper 150,Stores,8,8,0,imported,
141936,Fuel Filter (FC-158),57-3062,1,1,0,imported,
141936,Oil Filter (C-115),57-3062,1,1,0,imported,
141714,Radiator Repair,DAH-2280,1,1,0,imported,
141714,Radiator Tank,DAH-2230,1,1,0,imported,
141714,Door Lock,DAH-2230,4,1,0,imported,
141714,Valve oil seal,DAH-2230 Bolero Single Cab,8,8,0,imported,
141714,Gasket overhaul kit,DAH-2230 Bolero Single Cab,1,1,0,imported,
141714,Engine Head (Front Repair),DAH-2230 Bolero Single Cab,1,1,1,imported,
141714,Radiator Cleaning,DAH-2230 Bolero Single Cab,1,1,1,imported,
141714,Clutch Pump (Upper),DAH-2230 Bolero Single Cab,1,1,0,imported,
141714,Injector Service washer,DAH-2230 Bolero Single Cab,4,4,0,imported,
141712,Timing Belt,PC-7812,1,1,1,imported,
141712,Clutch Release Bearing,PC-7812,1,1,1,imported,
141712,Pressor Plate,PC-7812,1,1,1,imported,
141712,Clutch Plate,PC-7812,1,1,1,imported,
141712,Timing Belt,PC-7812 Hilux Double Cab,1,0,0,imported,
141712,Clutch Release Bearing,PC-7812 Hilux Double Cab,1,0,0,imported,
141712,Pressure Plate,PC-7812 Hilux Double Cab,1,0,0,imported,
141712,Clutch Plate,PC-7812 Hilux Double Cab,1,0,0,imported,
141715,Brake chamber R/kit,LK-2276,2,2,0,imported,
141715,Brake Chamber R/Kit,LK-2276 TATA Green Tipper,2,0,0,imported,
141713,12v Relay (40A mini),Stores,10,10,1,imported,
141713,12V / 5 Pin Relay,Stores (H/O),10,0,0,imported,
141934,Filter Element Kit,DAH-2230,1,1,0,imported,
141934,Oil Filter Element,DAH-2230,1,1,0,imported,
141934,Fuel Filter (1001CAA1486NV),DAH-2220,1,0,0,imported,
141934,Oil Filter (TH-93296 / F002H8439),DAH-2220,1,0,0,imported,
141716,Gasket Full Set,PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Gudgeon Pin bush Set,PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Valve Guide Set,PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Trust Bearing Set,PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Began Bearing Set (0.25),PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Main Bearing Set (0.25),PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Piston Ring Set,PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Liner Set,PC-7812 Hilux Double Cab,1,1,1,imported,
141716,Piston Set - A1RO cooling,PC-7812 Hilux Double Cab,1,1,1,imported,
141935,Fuel Water Separator (SFC-7939-30),LB-25,1,1,1,imported,
141935,Fuel Filter (EF-5102),LB-25,1,1,1,imported,
141935,Oil Filter (2654407),LB-25,1,1,1,imported,
141933,Fuel Filter (1001CAA1486NV),DAH-2229,1,1,1,imported,
141933,Oil Filter (TH-93296),DAH-2229,1,1,1,imported,
141933,Fuel Filter (FF-5052),DAH-2229,1,1,1,imported,
141711,Hty/Hose Repair,MG-10,3,1,1,imported,
141711,Bracke Washer Dust Boots,PTR-10,4,6,1,imported,
141711,Tipping Jack Seal Kit,LK-6738,2,1,0,imported,
141711,Radiator (Repair),PTR-10,1,2,1,imported,
141711,Foglight (24V),PTR-10 Asphalt Team,3,0,0,imported,
141711,Radiator Repair,PTR-10 Asphalt Team,1,0,0,imported,
141711,Liner Lock Set,PTR-10 Asphalt Team,4,8,1,imported,
141711,"Brake cylinder set (Piston, Seal)",PTR-10 Asphalt Team,2,0,0,imported,
141710,Armature,PTR-10,1,1,1,imported,
141710,Brush holder,PTR-10,1,1,1,imported,
141710,Brush set,PTR-10,1,1,1,imported,
141710,Armature 24V,PTR-10 Asphalt Team,1,0,0,imported,
141710,Brush Holder,PTR-10 Asphalt Team,1,0,0,imported,
141710,Brush Set,PTR-10 Asphalt Team,1,0,0,imported,
141932,Hyd Filter (244602185),Ton Roller,1,1,0,imported,
141932,Hydraulic Filter,10 Ton Roller,1,0,0,imported,
141706,Hose Chip,PA-6399,2,2,0,imported,
141706,Power Steering Hose,PA-6399,1,1,1,imported,
141706,Gear Box mount,PA-6399,1,1,0,imported,
141706,Hose clip,PA-6399 Toyota Double Cab,2,0,0,imported,
141706,Power steering hose,PA-6399 Toyota Double Cab,1,1,0,imported,
141706,Gear box mount,PA-6399 Toyota Double Cab,1,0,0,imported,
141708,Paint,PD-6917,1,0.5,0,imported,
141708,Thruster,PD-6917,1,1,1,imported,
141708,Thinner,PD-6917 Bolero (Rear Door Lock Paint),1,1,0,imported,
140597,Spring Leaf Repairs,LK-2276,1,1,0,imported,
141705,Hand Brake Repair,PD-6917 Bolero (Batticaloa),1,1,0,imported,
141703,Spring Blade Repair,PA-6399,1,1,1,imported,
141703,Spring Blade Repair,LK-2276,1,1,1,imported,
141703,Unloading Valve,LC-0434 TATA 1613,1,1,0,imported,
141704,Seal (Dust),LD-08,2,1,1,imported,
141704,Jack Seal kit,LD-08 Wheel loader,2,2,1,imported,
142100,Fan belt (H PK-1290),LN-9046,1,1,1,imported,
142100,Belt adjuster (A21-8111200),LN-9046,1,1,1,imported,
142100,Fan Belt,LN-9046 Eicher,1,0,0,imported,
142100,Belt Adjector,LN-9046 Eicher,1,0,0,imported,
141653,2S 4663 Seal,LD-02,2,1,1,imported,
141653,2P 3597 rings,LD-02,1,2,1,imported,
141653,H6227 Seal,LD-02,2,1,1,imported,
141653,Jack Seal kit,FL-02,2,2,1,imported,
141653,Clutch Pump Repair Kit,FL-02,2,2,1,imported,
141653,Clutch Booster,FL-02,1,1,1,imported,
141652,10pk-1440 Fan Belt,HEX-01,1,1,1,imported,
141702,Gear Boot Bracket,LP-1712 TATA 1618,1,1,0,imported,
141701,Fibre (Hood Repair Fiber),RF-8340 Tractor,1,1,0,imported,
141701,Hub Bolt (Wheel Nut),RD-6318 Tractor Trailer,6,6,0,imported,
141931,Hydraulic Breather Filter (DS102117),LP-1561 / LP-1709 / LP-171 / LN-566 / LN-569,5,2,0,imported,
141931,Air Filter (278609129986),LP-1561 / LP-1709 / LP-171 / LN-566 / LN-569,5,5,0,imported,
140422,12V 90Ah battery,VR-53,1,0,0,imported,
141930,C 805 Oil Filter,HEX-26,1,1,0,imported,
141930,Air Filter (JS-3700A),HEX-36,1,1,0,imported,
141930,Fuel Filter (SFF-5486),HEX-36,1,1,0,imported,
141930,Oil Filter (C-6051),HEX-36,1,1,1,imported,
142099,24V/5 Pin Relay,HEX-23 Kobelco SK 200 Excavator,10,10,1,imported,
142098,Engine Stop Cable,ZA-6395 Leyland Cargo Truck Mixer,1,1,0,imported,
142098,Air Hose Repair,ZA-6395 Leyland Cargo Truck Mixer,2,2,0,imported,
142315,Brake oil 500ml,Stores,10,4,0,imported,
142315,Brake oil 250ml,Stores,20,4,0,imported,
142315,Plastic Funnel,Stores,1,1,0,imported,
142315,Fuse 30A,Stores,50,30,0,imported,
142315,Fuse 25A,Stores,50,30,0,imported,
142315,Fuse 20A,Stores,50,30,0,imported,
142315,Fuse 15A,Stores,50,30,0,imported,
142315,Fuse 10A,Stores,50,30,0,imported,
142315,12V 21W Bulb,Stores,10,10,0,imported,
142315,24V 100W Bulb,Stores,20,20,0,imported,
141929,Oil Filter (0-959),CR-01,1,1,1,imported,
141929,Oil Filter (C-5614 MR),LD-06,1,1,1,imported,
141929,Oil Filter (C-5614 / JS-2003),LD-06,1,1,0,imported,
141928,Fuel Filter (JS-9700A),FL-01,1,1,1,imported,
141928,Oil Filter (TH-93296),FL-01,1,1,1,imported,
141928,Air Filter (A-5505),FL-01,1,1,0,imported,
141928,Oil Filter (C-7962),FL-01,1,1,0,imported,
142096,Door Lock Handle,PD-6917,1,1,1,imported,
142096,Door Lock Handle,PD-6917,2,2,1,imported,
142096,Door Winder,PD-6917,2,2,1,imported,
142096,Door Winder Handle,PD-6917,4,4,1,imported,
142096,Door lock handle,PD-6917 Mahindra Bolero,1,0,0,imported,
142096,Door lock handle (Outer/Inner),PD-6917 Mahindra Bolero,2,0,0,imported,
142096,Door Winder with roll,PD-6917 Mahindra Bolero,2,0,0,imported,
142096,Door Winder handle,PD-6917 Mahindra Bolero,4,0,0,imported,
142097,Calipar Pin Boot Set,HU-5097 Mitsubishi 1200,1,1,0,imported,
142097,Calipar dust Seal,HU-5097 Mitsubishi 1200,2,2,1,imported,
142097,Calipar Gear,HU-5097 Mitsubishi 1200,2,2,1,imported,
142097,Piston,HU-5097 Mitsubishi 1200,2,2,0,imported,
142095,Fan belt,LM-5720,1,0,0,imported,
142095,Alternator Repair,LM-5720,1,1,0,imported,
142094,Starter motor repair,RS-0483,1,1,0,imported,
142093,Fuel Feed Pump repair (Oil leak),LD-06 KOMATSU Pay Loader,1,1,0,imported,
142317,Welding Glass,Lathe Shop (Badalgama),3,3,0,imported,
142316,12V Head Light,Stores,1,1,1,imported,
142316,Mini Fuse 25A,Stores,20,15,0,imported,
142316,Mini Fuse 20A,Stores,20,15,0,imported,
142316,Mini Fuse 15A,Stores,20,7,0,imported,
142316,Mini Fuse 10A,Stores,20,15,0,imported,
142316,Mini Fuse 5A,Stores,20,0,0,imported,
142092,Caliper Pin Dust Boots,ZA-6255,2,2,1,imported,
142092,Dust Boot,ZA-6255,2,2,1,imported,
142092,Caliper Seal,ZA-6255,2,2,1,imported,
142092,Caliper Piston,ZA-6255,2,2,1,imported,
142092,Brake Pad Set,ZA-6255,1,1,1,imported,
142092,Calipax pin drill boot,ZA-6255 Mitsubishi Center,2,0,0,imported,
142092,Dust boot,ZA-6255 Mitsubishi Center,2,0,0,imported,
142092,Calipax Seal,ZA-6255 Mitsubishi Center,2,0,0,imported,
142092,Calipax Duston,ZA-6255 Mitsubishi Center,2,0,0,imported,
142092,Brake pad set,ZA-6255 Mitsubishi Center,1,0,0,imported,
142091,Head lamp bracket,ZA-6395,2,2,0,imported,
142091,Engine Stop Cable,ZA-6395 Leyland 1603,1,1,0,imported,
142091,Accelerator Cable,ZA-6395 Leyland 1603,1,1,0,imported,
142091,Tail light Lense,ZA-6395 Leyland 1603,2,2,0,imported,
142091,Head Lamp,ZA-6395 Leyland 1603,2,2,0,imported,
142091,Speedometer Cable,ZA-6395 Leyland 1603,1,1,0,imported,
142091,Center bearing,ZA-6395 Leyland 1603,1,1,0,imported,
142091,Universal Joint,ZA-6395 Leyland 1603,2,2,0,imported,
142090,Sliding Fork (Sleeve Assy),LC-0434,1,1,1,imported,
142090,Sliding Sleeve Ossay (Proof Shaft),LC-0434 TATA 1613,1,1,1,imported,
142090,Pinion Oil Seal,LC-0434 TATA 1613,1,1,0,imported,
142090,Great Oil Seal (Front),LC-0434 TATA 1613,1,1,1,imported,
142090,Radiator Cleaning,LC-0434 TATA 1613,1,1,0,imported,
141925,Air Filter (FL-2105),DAH-2231,1,1,1,imported,
141925,Fuel Filter (1001 CAA1468V MR),DAH-2231,1,1,1,imported,
141925,Oil Filter (FC-322),DAH-2231,1,1,1,imported,
141925,Air Filter (F002H160012),DAH-2231,1,1,0,imported,
141925,Fuel Filter (1001CAA1488NV),DAH-2231,1,1,0,imported,
141925,Oil Filter (MVO30BN005N),DAH-2231,1,1,0,imported,
141924,Fuel Filter (MF 056670 MR),CR-01,1,1,0,imported,
141924,Fuel Filter (ME 056670),CP-01,1,0,0,imported,
141924,Oil Filter (C-359 UC),CP-01,1,1,0,imported,
141926,Fuel Filter (FA000 m00/500),PY-2408,1,1,0,imported,
141926,Oil Filter (554013 C),PY-2408,1,1,0,imported,
141926,Fuel Filter (FHN400/500),PY-2406,1,0,0,imported,
141926,Oil Filter (SSA013C),PY-2406,1,0,0,imported,
141927,Fuel Filter (SFF 3560),RF-8340,1,1,1,imported,
141927,Oil Filter (C-206 MR),RF-8340,1,1,1,imported,
141927,Fuel Filter (126-630-5700),RF-6340,1,1,0,imported,
141927,Oil Filter (C-206),RF-6340,1,1,0,imported,
142089,Key Switch,RC-9894,1,1,0,imported,
142089,Air Cleaner Assembly (Pre Cleaner),RC-9894,1,1,0,imported,
142087,Hub Bolt with Nut,28-4314,2,6,1,imported,
142087,Speedometer RP01,28-4314 Nissan D20,1,0,0,imported,
142087,Speedometer Cable,28-4314 Nissan D20,1,1,1,imported,
142087,Center bearing,28-4314 Nissan D20,1,1,1,imported,
142087,Gearbox Oil Seal,28-4314 Nissan D20,1,1,1,imported,
142087,Rear Shock absorber,28-4314 Nissan D20,2,2,0,imported,
142087,Front Shock absorber,28-4314 Nissan D20,2,2,0,imported,
142088,Bolt with spring and flat washer,48-8072 TATA 1310,4,4,0,imported,
142088,Gear lever boot,48-8072 TATA 1310,1,1,1,imported,
142088,Gear lever lock key,48-8072 TATA 1310,2,0,0,imported,
142088,Gearbox Seat,48-8072 TATA 1310,2,2,0,imported,
142088,Gearbox Packing Set,48-8072 TATA 1310,1,1,0,imported,
142088,Roller bearing (Large),48-8072 TATA 1310,1,1,0,imported,
142088,Roller bearing (Small),48-8072 TATA 1310,2,2,0,imported,
142088,Finger nut,48-8072 TATA 1310,4,4,0,imported,
142088,Pressure Plate Spring,48-8072 TATA 1310,12,12,1,imported,
142086,1/2 Join Socket,Workshop Water Pipe Line,2,2,0,imported,
142086,1/2 L Socket,Workshop Water Pipe Line,1,1,0,imported,
142086,1 Join Socket,Workshop Water Pipe Line,3,3,0,imported,
142086,1 PVC L Socket,Workshop Water Pipe Line,3,3,0,imported,
142086,1 PVC T Socket,Workshop Water Pipe Line,1,1,0,imported,
142085,Valve Oil Seal,FL-01 (Fork lift),8,0,0,imported,
142085,Full overhaul gasket kit,FL-01 (Fork lift),1,1,1,imported,
142085,Cylinder head Check (Valve Seal/Guide/Facing),FL-01 (Fork lift),1,1,1,imported,
142084,Bearing (Block X Pulley),LK-5041 TATA 1625 Boom Truck,1,2,0,imported,
142312,Screw Holder,Lathe,1,1,0,imported,
142312,Cotton Wool,Stores,2,2,0,imported,
142312,Piriton tablet,First aid  Box Work shop,10,60,0,imported,
142312,Bondage Roll,First aid  Box Work shop,1,2,0,imported,
142312,Idex head fast,First aid  Box Work shop,1,1,0,imported,
142312,Idex,First aid  Box Work shop,2,1,0,imported,
142312,Panado,First aid  Box Work shop,2,1,0,imported,
142312,Grouse,First aid  Box Work shop,1,1,0,imported,
142312,Thread Bulb 20W,Lathe Shop,2,1,0,imported,
142312,Hand Gloves,Stores,10,0,0,imported,
142312,Vintogeno,Stores,1,1,0,imported,
142312,Burn Cream,Stores,1,0,0,imported,
142312,Betadine,Stores,2,1,0,imported,
142312,Plaster Roll,Stores,2,2,0,imported,
142312,Saline Bottle,Stores,1,1,0,imported,
142083,120 Battery (Remount-Ly-1614),L0-8349,2,1,1,imported,
142083,Battery Repair 28-4314,28-4314,1,0,0,imported,
142083,Battery Post repair,SR-13 / LY-1614,2,2,0,imported,
142083,Battery Post repair,LO-8349,2,0,0,imported,
142083,Battery Post repair,28-4314,1,1,0,imported,
142082,Air tank drain valve,LL-0690,2,2,1,imported,
142082,Air tank drain valve,LL-0690,2,0,0,imported,
142081,S-Lon Gum (Small),Water Line Repair Work Shop,1,1,0,imported,
142081,1/2 Socket,Water Line Repair Work Shop,1,1,0,imported,
142081,1 T Socket,Water Line Repair Work Shop,1,1,0,imported,
142081,1 Socket (PVC),Water Line Repair Work Shop,2,2,0,imported,
142080,4 Angle Grinder,Lathe Shop Badalgama,1,0,0,imported,
142079,End cap (15mm),HEX-23 Kobelco SK 200 Excavator,2,0,0,imported,
142314,Battery Acid (1L bottle),Stores (Badalgama),6,0,0,imported,
142313,3 Core Wire,Stores,12,12,0,imported,
142313,Plug Base (13A),Stores,2,2,0,imported,
142313,Square Pin Plug Top,Stores,2,2,0,imported,
142313,Switch Box Cover,Stores,6,6,0,imported,
142313,Pad Lock (50mm),Stores,5,5,0,imported,
141923,Hydraulic Filter (133A0201DA),HEX-23,1,0,0,imported,
140421,12V 90Ah battery,28-4314,1,0,0,imported,
140420,12V 90Ah battery,LL-0690,2,0,0,imported,
141922,Fuel Filter (FC-1821 MR),PJ-6376,1,1,1,imported,
141922,Fuel Filter (FC-1821 Sakura),PJ-6376,1,0,0,imported,
142078,New Number Plate,48-4849 Leyland Badalgama,1,1,0,imported,
142077,O Rings,LB-01 JCB 3Dx Backhoe Loader,4,4,1,imported,
142077,Injector Overflow Lock,LB-01 JCB 3Dx Backhoe Loader,4,4,1,imported,
142076,Ball Joint,LK-5041 TATA 1625 Boom Truck,1,1,0,imported,
142075,Speed meter cable,PD-6917 Mahindra Bolero Camper,1,1,1,imported,
142311,Pad Ink Bottle,Office Use,1,0,0,imported,
142064,Gear Liner Ball Joint,PA-6398,1,5,1,imported,
142064,Injector Pump Repair (Diesel leak),PH-3945,1,1,0,imported,
142067,Lock / signal light cup,LO-8348,2,2,0,imported,
142067,Steering Wheel Cover,LO-8348,1,0,0,imported,
142067,Signal Light Set,LO-8348,2,0,0,imported,
142063,Paint (Ash colour),LM-7949,0.25,0.5,0,imported,
142063,10mm Bolt & Nut with washer,LM-7949,15,15,0,imported,
142063,12mm Bolt & Nut,LM-7949,30,30,0,imported,
142063,Thinner (Normal),LM-7949,2,2,0,imported,
142063,Plastic Primer,LM-7949,0.25,0.25,0,imported,
142068,Wheel Power Steering Box,PT-1569,1,1,0,imported,
142068,Steering wheel Cover,LP-1569,1,0,0,imported,
142065,2M3340 Ring,LD-02,1,1,1,imported,
142065,Radiator Cap,SMG-02,1,1,0,imported,
142065,Radiator Cap,SMG-01,1,1,1,imported,
142069,Seat Belt,PV-6889,4,2,1,imported,
142069,Mud cover (Rear / Front),PV-6889,4,0,0,imported,
142066,Seat Belt (Passenger & Drw),PV-6889,2,2,1,imported,
142066,Upper Arm Rubber mount,PV-6889,2,2,1,imported,
142073,Trail Light Set,54-5421,2,2,1,imported,
142073,Winder Handle,54-5421,2,0,0,imported,
142073,Door Handle (Rear),54-5421,2,2,1,imported,
142073,Door Handle (Inside),54-5421,4,4,1,imported,
142073,Door Handle (Outer),54-5421,4,4,1,imported,
142073,Glass winder,54-5421,1,1,1,imported,
142073,Door Lock,54-5421,4,1,1,imported,
142072,Belt (B-78),AC-04,2,2,0,imported,
142071,Bulb,RC-9894,4,4,0,imported,
142071,Signal Light,RC-9894,4,4,0,imported,
142071,Bulb,RC-9894,2,2,0,imported,
142071,Holder,RC-9894,2,2,0,imported,
142071,Steering Wheel Shaft,RC-9894,1,1,0,imported,
142071,Steering Wheel,RC-9894,1,1,0,imported,
142071,Head Light,RC-9894,2,2,0,imported,
142070,Winder Handle,LB-4824,1,1,0,imported,
142070,Signal Light Set (Rear),LB-4824,2,2,0,imported,
142070,Mud Guard Light,LB-4824,2,0,0,imported,
142070,Buffer Stone,LB-4824,2,0,0,imported,
142070,Bonnet Cable,LB-4824,1,1,0,imported,
142070,Glass Winder,LB-4824,1,1,0,imported,
142070,Door Lock (L/R),LB-4824,2,1,0,imported,
142057,Injector Service,PC-7812,4,4,1,imported,
142057,Turbocharger Repair,PC-7812,1,1,1,imported,
142057,Radiator Tank,PC-7812,1,1,0,imported,
142057,Lock,PC-7812,1,4,1,imported,
142057,Gajan Pin,PC-7812,1,4,1,imported,
142057,Gasket overhand kit,PC-7812,4,1,1,imported,
142057,Injectors,PC-7812,1,4,1,imported,
142057,Radiator Cleaning,PC-7812,1,1,0,imported,
142057,Engine machine works,PC-7812,1,1,0,imported,
142057,Injector Service,PC-7812,4,4,1,imported,
142057,Turbocharger repair,PC-7812,1,1,1,imported,
142309,3-way off box cover,Service Bay,20,1,1,imported,
142309,Carbulator cleaner,Stores,5,2,1,imported,
142309,Carburetor Cleaner,Stores,1,1,0,imported,
142309,Cotton Waste,Stores,20,20,0,imported,
142309,Araldite,Stores,5,1,0,imported,
142309,Masking Tape,Stores,5,5,0,imported,
142309,Contact Cleaner,Stores,5,5,0,imported,
142309,WD-40,Stores,5,2,0,imported,
142309,Sealastic,Stores,5,5,0,imported,
142309,Petrol,Stores,4,4,0,imported,
142309,Kerosene Oil,Stores,20,21.5,0,imported,
142060,Punch chisel Set,Baticlow,1,1,1,imported,
142060,21mm x 10mm Deep Socket,Baticlow,1,2,1,imported,
142060,Allen key set (mm & inch),Workshop Tools (Batticaloa),1,1,1,imported,
142060,Pipe wrench 2 feet,Workshop Tools (Batticaloa),1,1,1,imported,
142060,Chisel,Workshop Tools (Batticaloa),1,4,1,imported,
142060,Empty tool box (5 pcs),Workshop Tools (Batticaloa),1,1,1,imported,
142060,Filter belt,Workshop Tools (Batticaloa),1,1,1,imported,
142060,DC test lamp,Workshop Tools (Batticaloa),1,1,1,imported,
142060,Ball Hammer,Workshop Tools (Batticaloa),1,1,1,imported,
142060,Screwdriver set (Flat & Phillip),Workshop Tools (Batticaloa),1,1,1,imported,
142060,Circlip plier set (Inner & Outer),Workshop Tools (Batticaloa),1,1,1,imported,
142060,Lock plier,Workshop Tools (Batticaloa),1,1,1,imported,
142062,Jack Seal Kit,ZA-8373 (CEP-03),4,4,1,imported,
142061,Hollow pipe (For Silencer repair),LL-1782,10,0,0,imported,
142059,Combination plier,Workshop Tools (Batticaloa),1,1,1,imported,
142059,Spanner 10 (shifter),Workshop Tools (Batticaloa),1,1,1,imported,
142059,Long Extension bar ���,Workshop Tools (Batticaloa),1,1,1,imported,
142059,Short Extension bar,Workshop Tools (Batticaloa),1,1,1,imported,
142059,��� L handle,Workshop Tools (Batticaloa),1,1,1,imported,
142059,Universal box socket,Workshop Tools (Batticaloa),1,1,1,imported,
142059,21 x 16 mm deep socket,Workshop Tools (Batticaloa),2,0,0,imported,
142059,8-39 mm box socket set (1/2 size),Workshop Tools (Batticaloa),1,1,1,imported,
142059,8-39 mm Combination wrench set,Workshop Tools (Batticaloa),1,1,1,imported,
142058,Speedo motor (For Repair),PA-4879,1,1,0,imported,
142056,Operator seat repair,HEX-23,1,1,0,imported,
142055,Brake light (L/R),LP-1567,2,2,0,imported,
142055,Wiper Blade,LP-1567,2,2,0,imported,
142310,Nut & Bolt (General),Stores,4,4,0,imported,
142310,19mm Bolt & Nut with Washer,Stores,2,2,1,imported,
142310,17mm Bolt & Nut with Washer,Stores,2,2,1,imported,
142310,13mm Bolt & Nut with Washer,Stores,1,2,1,imported,
142310,12mm Bolt & Nut with Washer,Stores,1,0,0,imported,
142310,10mm Bolt & Nut with Washer,Stores,1,1,1,imported,
141920,Fuel Filter (32-?? unclear),ZA-700,1,1,0,imported,
141919,Oil Filter (REY5-203),GE-117,1,0,0,imported,
141919,Fuel Filter (1075F),GE-117,1,0,0,imported,
141918,Oil Filter (278619999994),LP-1709,1,0,0,imported,
141918,Fuel Filter (278609999822),LP-1709,1,0,0,imported,
141918,Fuel Water Separator Filter (278747109902),LP-1709,1,0,0,imported,
141917,Air Filter (JS-3009A),HEX-23,1,1,0,imported,
142053,Cabbin Fan,LP-1568,1,0,0,imported,
142053,Wiper Blade,LP-1568,2,2,0,imported,
142053,Trail Lamp Set (L/R),LP-1568,2,2,0,imported,
142052,Power steering box repair,LD-8875 (CEP-03),1,1,0,imported,
142051,Brake Pad Set,LO-9810,1,1,0,imported,
142051,Bearing (Clutch release/Pilot),LO-9810,1,1,0,imported,
142051,Clutch plate relining,LO-9810,1,1,0,imported,
142400,26mm Socket,Workshop Impactor,1,1,0,imported,
142308,Red Box,Stores,1,0,0,imported,
142308,Brass Welding Rod,Stores,10,0,0,imported,
141916,Air Filter (JMC 1109230A),PJ-6376,1,1,0,imported,
141915,Line Filter (278609999900),LK-5041,1,1,1,imported,
141915,Fuel Filter (278609999900),LK-5041,1,1,1,imported,
141915,Fuel/Water Separator Filter (278607899914),LK-5041,1,1,1,imported,
141915,Oil Filter (278618139902),LK-5041,1,1,1,imported,
142399,Head light cowling,BDI-8556 Platina 100,1,1,1,imported,
142398,Brush Set,Angle Grinder,1,1,0,imported,
142397,Fan Belt 6320,PJ-6376 Jme crew Cab,1,1,0,imported,
142307,Chemical Spray Gun,Service Bay,1,1,0,imported,
142395,Hone clip,Stones,1,50,1,imported,
142395,Hose clip (8*12),Stones,1,12,1,imported,
142395,Hose clip (25-38),Stones,1,12,1,imported,
142395,Hose clip (12-20),Stones,1,12,1,imported,
142395,Hose clip (16-25),Stones,1,12,1,imported,
142395,Key Cutling,PJ-6376 Jme Crewcab,1,1,0,imported,
142390,Shock Absorber Bush,PD-6917,1,2,1,imported,
142390,Upper Arm Ball joint,PD-6917,1,2,1,imported,
142390,Lower Arm Ball joint,PD-6917,1,2,1,imported,
142390,Radiator cup,PD-6917,1,1,1,imported,
142390,Engine mount LH&RH,PD-6917,1,2,1,imported,
142390,Brake Caliber Pin Boot,PD-6917,1,4,1,imported,
142390,Radiator cup,48-4849 Leyland Commet,1,1,0,imported,
142393,SockcapshoberBash Repair,PD-6917,1,2,1,imported,
142393,Heater Timer (26/12),28-4314,1,1,0,imported,
142393,Speedo Meter (km),PD-6917,1,0,0,imported,
142393,Speedo Meter (km),LJ-8055,1,0,0,imported,
142393,Speedo Meter (km),41-1130,1,0,0,imported,
142393,Speedo Meter (km),PA-4879,1,0,0,imported,
142393,Speedo Meter (km),PH-6742,1,0,0,imported,
142393,Speedo Meter (km),28-4314,1,0,0,imported,
142393,Speedo Meter (km),LY-1614,1,0,0,imported,
142393,Speedo Meter (km),LN-8279,1,0,0,imported,
142393,Speedo Meter (km),GL-0019,1,0,0,imported,
142393,Speedo Meter (km),LL-1782 ISUZU GIGIA,1,0,0,imported,
142392,Radiator Repair,LY-4524,1,1,1,imported,
142392,Injector & Injector Pump Repair (26/12),LC-0434,1,1,1,imported,
142392,Cabin Fun (12V),325-5120,1,0,0,imported,
142392,Cabin Fun (12V),LK-5041,1,0,0,imported,
142392,Cabin Fun (12V),LC-0434,1,0,0,imported,
142392,Cabin Fan. (24V),LO-4824 (TATA 1618),1,0,0,imported,
142392,Cabin Fan. (24V),LN-8279,1,0,0,imported,
